text1,text2,similarity
The game was fun,I feel confident,0.17
The phone is ringing,The weather is hot,0.31
It is sunny today,I feel confident,0.05
The game was fun,There is a thunderstorm,0.0
The car is parked outside,I am reading a book,0.11
I am very tired,The computer is running,0.02
It might snow today,I am learning a new language,0.0
I am calm and relaxed,I am studying for exams,0.41
I am watching a movie,The bed is comfortable,0.0
I am playing football,The phone is ringing,0.0
I am very tired,The game was fun,0.08
I am watching a movie,It is cloudy today,0.0
I feel nervous,It is cloudy today,0.0
The dog is barking,It is raining today,0.43
There is a thunderstorm,It is windy today,0.41
I am watching a movie,I am doing yoga,0.26
I am sad today,There is a thunderstorm,0.0
The room is clean,I feel confident,0.06
I am happy today,It is raining today,0.06
I am cooking dinner,I feel excited,0.38
The dog is barking,I am happy today,0.14
I am going to the gym,I am reading a book,0.26
The food tastes great,I feel nervous,0.0
I am watching a movie,I feel nervous,0.03
The weather is cold,The movie was boring,0.44
I am coding a project,I am very tired,0.29
I feel nervous,I am reading a book,0.5
A storm is coming,It might snow today,0.07
The movie was boring,I am calm and relaxed,0.0
It is windy today,The movie was boring,0.18
There is a thunderstorm,The food tastes great,0.05
I am learning a new language,The food tastes great,0.0
The food tastes great,The computer is running,0.41
I am playing football,I am sad today,0.62
A storm is coming,I am cleaning my room,0.11
I am calm and relaxed,I am learning a new language,0.56
It is sunny today,I am learning a new language,0.19
It is sunny today,I am coding a project,0.02
I am cleaning my room,The cat is sleeping,0.0
The dog is barking,It is windy today,0.32
I am cleaning my room,I am reading a book,0.27
I am calm and relaxed,The phone is ringing,0.0
It is cloudy today,I am playing football,0.09
The dog is barking,A storm is coming,0.26
It is windy today,I am reading a book,0.0
There is a thunderstorm,I am cleaning my room,0.1
I am learning a new language,I am watching a movie,0.35
It is cloudy today,I am calm and relaxed,0.12
I feel confident,I am coding a project,0.15
I am learning a new language,The computer is running,0.0
The phone is ringing,There is a thunderstorm,0.3
The room is clean,I am scared,0.1
I am calm and relaxed,I feel excited,0.16
The dog is barking,It is sunny today,0.33
It is raining today,I am scared,0.04
The phone is ringing,The dog is barking,0.49
A storm is coming,I am feeling great,0.0
I am watching a movie,I am watching a movie,0.96
It is cloudy today,I am very tired,0.15
I feel excited,I am coding a project,0.42
The cat is sleeping,I am a bit upset,0.0
It is windy today,I am doing yoga,0.0
I am cooking dinner,The movie was boring,0.02
The weather is hot,It is raining today,0.05
The cat is sleeping,I am learning a new language,0.05
I am studying for exams,It is raining today,0.0
I am scared,I am cooking dinner,0.59
I feel excited,It might snow today,0.0
The game was fun,I am calm and relaxed,0.0
There is a thunderstorm,I am cleaning my room,0.13
I am happy today,I am learning a new language,0.46
I am playing football,I feel confident,0.06
I am happy today,It might snow today,0.31
There is a thunderstorm,It is raining today,0.18
There is a thunderstorm,I feel confident,0.0
It is a beautiful day,The phone is ringing,0.36
It is cloudy today,I am studying for exams,0.0
I am cooking dinner,It is cloudy today,0.0
It is a beautiful day,I am calm and relaxed,0.1
It is a beautiful day,I am sad today,0.0
I am happy today,The dog is barking,0.08
The movie was boring,I am playing football,0.0
I am very tired,A storm is coming,0.0
I am learning a new language,It is a beautiful day,0.22
I am sad today,The bed is comfortable,0.05
The cat is sleeping,I feel confident,0.05
The computer is running,I am watching a movie,0.01
The phone is ringing,I am learning a new language,0.03
The computer is running,I am reading a book,0.18
The movie was boring,I am going to the gym,0.24
The dog is barking,There is a thunderstorm,0.11
I am reading a book,I am playing football,0.59
The cat is sleeping,It is a beautiful day,0.16
I am watching a movie,I am scared,0.28
I am sad today,I am learning a new language,0.67
I am calm and relaxed,The computer is running,0.09
I am happy today,I am watching a movie,0.58
It is raining today,I am going to the gym,0.1
I am happy today,I am doing yoga,0.36
I feel confident,It is windy today,0.0
I am doing yoga,I feel confident,0.23
The dog is barking,I am studying for exams,0.02
I am cooking dinner,I am cleaning my room,0.49
It might snow today,I feel excited,0.0
It is raining today,I am watching a movie,0.0
The cat is sleeping,The weather is cold,0.65
I am going to the gym,I am happy today,0.28
I am happy today,It is a beautiful day,0.0
I am watching a movie,The room is clean,0.0
I am going to the gym,I am coding a project,0.48
I am cooking dinner,The computer is running,0.0
The car is parked outside,I am learning a new language,0.0
It is cloudy today,I am calm and relaxed,0.1
The weather is hot,The room is clean,0.47
The room is clean,The cat is sleeping,0.51
The weather is cold,The room is clean,0.64
The bed is comfortable,The game was fun,0.32
I am scared,I am cooking dinner,0.86
I am a bit upset,I am coding a project,0.68
I am reading a book,It is sunny today,0.0
The food tastes great,It is windy today,0.0
It is cloudy today,I feel excited,0.0
I am cooking dinner,I am doing yoga,0.49
The game was fun,I am playing football,0.0
I am feeling great,The movie was boring,0.0
I am cooking dinner,I feel confident,0.08
The dog is barking,It is windy today,0.26
I am reading a book,I am cooking dinner,0.47
The weather is hot,I am sad today,0.13
I am reading a book,The car is parked outside,0.0
It is raining today,The cat is sleeping,0.23
The dog is barking,There is a thunderstorm,0.24
The food tastes great,I am feeling great,0.44
The food tastes great,I am coding a project,0.05
It is a beautiful day,I am doing yoga,0.0
The phone is ringing,It is sunny today,0.22
It is sunny today,The weather is hot,0.21
A storm is coming,I am calm and relaxed,0.0
I am happy today,I am calm and relaxed,0.4
It might snow today,I am reading a book,0.0
The cat is sleeping,I am reading a book,0.0
I am reading a book,I am going to the gym,0.54
I am scared,The car is parked outside,0.0
It is cloudy today,The dog is barking,0.36
I am reading a book,The room is clean,0.0
I am very tired,The food tastes great,0.06
The food tastes great,I feel nervous,0.0
It is a beautiful day,I am watching a movie,0.03
It is raining today,I am very tired,0.03
I am doing yoga,The cat is sleeping,0.0
I feel excited,I am learning a new language,0.5
I am reading a book,A storm is coming,0.05
It might snow today,I feel nervous,0.0
A storm is coming,The food tastes great,0.1
The bed is comfortable,I am very tired,0.19
I am sad today,I am feeling great,0.46
The computer is running,I am sad today,0.15
The bed is comfortable,I am sad today,0.2
The phone is ringing,I feel nervous,0.16
The car is parked outside,The room is clean,0.45
The room is clean,I feel excited,0.0
The weather is cold,I am studying for exams,0.07
It is windy today,I am feeling great,0.0
The game was fun,A storm is coming,0.0
I am studying for exams,I am feeling great,0.41
The car is parked outside,The movie was boring,0.28
The game was fun,The bed is comfortable,0.41
It is raining today,I am playing football,0.19
I am calm and relaxed,I am studying for exams,0.53
I am calm and relaxed,I am playing football,0.44
I am cooking dinner,I feel nervous,0.26
It might snow today,The dog is barking,0.0
The weather is cold,A storm is coming,0.11
It is raining today,A storm is coming,0.09
It is a beautiful day,The phone is ringing,0.09
It might snow today,I am a bit upset,0.1
I am cleaning my room,The game was fun,0.09
I am cleaning my room,It is windy today,0.07
The car is parked outside,I feel confident,0.0
It is sunny today,I am coding a project,0.08
It is a beautiful day,I am calm and relaxed,0.0
I am scared,The room is clean,0.0
The food tastes great,I feel nervous,0.0
I am very tired,I am cooking dinner,0.69
I am feeling great,The weather is hot,0.11
The phone is ringing,The computer is running,0.45
I am cooking dinner,I am learning a new language,0.62
It is cloudy today,I am going to the gym,0.07
I am sad today,I am calm and relaxed,0.32
The room is clean,I am very tired,0.0
The dog is barking,I am very tired,0.0
The room is clean,I am scared,0.0
I am sad today,I am sad today,1.0
The room is clean,The room is clean,1.0
It might snow today,I am calm and relaxed,0.0
I am a bit upset,There is a thunderstorm,0.06
It is raining today,The bed is comfortable,0.21
I am playing football,I am sad today,0.51
I am learning a new language,The game was fun,0.16
It might snow today,I am reading a book,0.0
It is cloudy today,I am happy today,0.19
The food tastes great,It is cloudy today,0.0
It is raining today,It is a beautiful day,0.5
The phone is ringing,I feel excited,0.12
There is a thunderstorm,The game was fun,0.0
The car is parked outside,I am reading a book,0.06
The cat is sleeping,I am cooking dinner,0.0
The bed is comfortable,I am cleaning my room,0.0
I am very tired,I am reading a book,0.62
The movie was boring,I am happy today,0.09
I am happy today,It is cloudy today,0.32
I am calm and relaxed,I am watching a movie,0.36
There is a thunderstorm,I feel confident,0.17
I am studying for exams,I am playing football,0.55
It is raining today,I am watching a movie,0.0
The cat is sleeping,The phone is ringing,0.34
I am calm and relaxed,I am watching a movie,0.38
I am very tired,The bed is comfortable,0.07
A storm is coming,The food tastes great,0.05
I am scared,There is a thunderstorm,0.0
It is cloudy today,The bed is comfortable,0.19
The bed is comfortable,I am reading a book,0.16
It is raining today,I feel excited,0.0
The game was fun,I am learning a new language,0.17
I am feeling great,I am sad today,0.69
The food tastes great,The weather is hot,0.16
I am cleaning my room,There is a thunderstorm,0.0
The dog is barking,I am doing yoga,0.12
It is windy today,It is cloudy today,0.61
The bed is comfortable,The phone is ringing,0.37
The game was fun,I am studying for exams,0.0
I am going to the gym,I am reading a book,0.27
I am cleaning my room,I am sad today,0.57
The room is clean,I am feeling great,0.0
The cat is sleeping,I am scared,0.13
The game was fun,I feel confident,0.0
The car is parked outside,It is cloudy today,0.38
I am scared,I am going to the gym,0.51
There is a thunderstorm,I am a bit upset,0.24
I am playing football,I am cooking dinner,0.42
I am reading a book,It is cloudy today,0.0
The cat is sleeping,I am feeling great,0.05
I am scared,The movie was boring,0.1
I am happy today,I am sad today,0.66
The game was fun,The computer is running,0.34
It is sunny today,I am very tired,0.18
I am feeling great,It is a beautiful day,0.0
I am feeling great,The cat is sleeping,0.13
I feel nervous,The cat is sleeping,0.05
I am studying for exams,The computer is running,0.07
I am feeling great,The room is clean,0.0
It might snow today,I am happy today,0.39
I am scared,The phone is ringing,0.02
The phone is ringing,It is raining today,0.38
The weather is hot,It is a beautiful day,0.13
I am going to the gym,The car is parked outside,0.24
I am very tired,The movie was boring,0.0
A storm is coming,The dog is barking,0.36
I am cleaning my room,I am happy today,0.32
I am reading a book,A storm is coming,0.34
I feel excited,The movie was boring,0.09
I am calm and relaxed,The computer is running,0.08
The food tastes great,I am scared,0.17
I am coding a project,It might snow today,0.0
The bed is comfortable,I feel nervous,0.0
I feel confident,I am cleaning my room,0.39
I am very tired,It might snow today,0.1
The game was fun,The cat is sleeping,0.4
The cat is sleeping,The food tastes great,0.11
I am very tired,I am coding a project,0.32
It is raining today,I feel confident,0.18
It might snow today,I am doing yoga,0.0
I am reading a book,I am doing yoga,0.41
I am reading a book,The game was fun,0.0
The car is parked outside,I feel excited,0.13
I am very tired,There is a thunderstorm,0.0
I am sad today,I am studying for exams,0.65
I am doing yoga,I am cooking dinner,0.61
The game was fun,The cat is sleeping,0.32
It is sunny today,I am coding a project,0.17
I am reading a book,It is a beautiful day,0.16
I am doing yoga,I feel confident,0.43
The weather is hot,I am feeling great,0.0
I am playing football,I am playing football,1.0
I am calm and relaxed,A storm is coming,0.0
I am watching a movie,I am playing football,0.34
The cat is sleeping,I am cleaning my room,0.17
There is a thunderstorm,It is windy today,0.17
I am watching a movie,I am feeling great,0.58
The car is parked outside,I am cooking dinner,0.0
The game was fun,There is a thunderstorm,0.15
It is sunny today,The weather is cold,0.08
I am scared,I am doing yoga,0.6
I am learning a new language,I feel nervous,0.11
It might snow today,The bed is comfortable,0.0
It might snow today,I am calm and relaxed,0.11
I am happy today,I am doing yoga,0.65
The bed is comfortable,I feel nervous,0.0
The cat is sleeping,I am a bit upset,0.0
It is windy today,It is sunny today,0.57
I am doing yoga,I am cooking dinner,0.56
I am reading a book,The phone is ringing,0.18
A storm is coming,The cat is sleeping,0.35
The game was fun,The food tastes great,0.2
The computer is running,I am doing yoga,0.1
I am coding a project,The car is parked outside,0.0
The car is parked outside,I am scared,0.18
The phone is ringing,There is a thunderstorm,0.38
I am cooking dinner,I am doing yoga,0.42
The game was fun,I feel confident,0.0
I feel nervous,I am watching a movie,0.41
The phone is ringing,The food tastes great,0.11
The dog is barking,It might snow today,0.0
The weather is hot,I am going to the gym,0.39
The game was fun,I am studying for exams,0.04
I am cleaning my room,The bed is comfortable,0.05
I am cooking dinner,The computer is running,0.0
The bed is comfortable,I feel nervous,0.0
I am very tired,I am sad today,0.31
I am cooking dinner,It is a beautiful day,0.0
It is raining today,I am a bit upset,0.0
It is sunny today,It is a beautiful day,0.44
I am calm and relaxed,It is cloudy today,0.14
I am very tired,It is windy today,0.0
I am a bit upset,I am calm and relaxed,0.56
The dog is barking,There is a thunderstorm,0.26
I feel excited,I am feeling great,0.46
I am sad today,The movie was boring,0.0
I am feeling great,I feel nervous,0.33
It might snow today,The weather is cold,0.19
I am coding a project,I am happy today,0.55
I am calm and relaxed,The weather is hot,0.04
I am cleaning my room,I am playing football,0.57
I am very tired,I am watching a movie,0.63
I feel excited,It is a beautiful day,0.0
I am cooking dinner,It is a beautiful day,0.0
The dog is barking,I am coding a project,0.0
The cat is sleeping,The room is clean,0.41
I am going to the gym,I feel confident,0.02
I am playing football,I am watching a movie,0.57
I am a bit upset,I am studying for exams,0.22
The dog is barking,It is cloudy today,0.25
The movie was boring,I am scared,0.15
I am cleaning my room,I am going to the gym,0.26
It is cloudy today,It is windy today,0.87
It might snow today,The weather is cold,0.0
I feel nervous,I am reading a book,0.34
The cat is sleeping,It is a beautiful day,0.44
I feel nervous,I am calm and relaxed,0.24
It is cloudy today,The computer is running,0.07
I am scared,I am learning a new language,0.68
The game was fun,I am going to the gym,0.06
The game was fun,The weather is hot,0.35
I am learning a new language,I am very tired,0.51
The dog is barking,I am watching a movie,0.03
I am going to the gym,I am happy today,0.18
I am calm and relaxed,The car is parked outside,0.0
I am calm and relaxed,A storm is coming,0.18
The phone is ringing,The computer is running,0.3
The food tastes great,The dog is barking,0.43
The phone is ringing,I am cleaning my room,0.1
It is cloudy today,It might snow today,0.3
A storm is coming,It is a beautiful day,0.48
I am watching a movie,I am calm and relaxed,0.5
There is a thunderstorm,The weather is cold,0.23
The weather is hot,It is a beautiful day,0.37
The room is clean,I am cooking dinner,0.09
The dog is barking,I am calm and relaxed,0.05
A storm is coming,I feel excited,0.17
I am sad today,I am studying for exams,0.38
The weather is cold,I am feeling great,0.01
I am watching a movie,I am scared,0.23
I am playing football,It is raining today,0.12
I am a bit upset,The bed is comfortable,0.08
It is windy today,It might snow today,0.48
I feel excited,I am playing football,0.41
I am doing yoga,The game was fun,0.0
The game was fun,I am coding a project,0.06
The weather is cold,The weather is hot,0.56
It is raining today,There is a thunderstorm,0.43
I am coding a project,The weather is cold,0.16
There is a thunderstorm,The cat is sleeping,0.34
I feel excited,I am coding a project,0.25
The game was fun,A storm is coming,0.11
I am doing yoga,I am calm and relaxed,0.4
The cat is sleeping,A storm is coming,0.43
I am cooking dinner,The computer is running,0.0
I am a bit upset,I am scared,0.36
It is cloudy today,The computer is running,0.14
It is sunny today,I am cooking dinner,0.0
It is windy today,The phone is ringing,0.18
I am coding a project,I am very tired,0.36
I am going to the gym,It is cloudy today,0.0
I am scared,I am playing football,0.54
It is windy today,I am coding a project,0.0
There is a thunderstorm,I feel nervous,0.12
The bed is comfortable,It is cloudy today,0.28
The weather is cold,The weather is hot,0.77
I am going to the gym,I am calm and relaxed,0.16
The food tastes great,The phone is ringing,0.09
I am sad today,The weather is cold,0.0
I am calm and relaxed,The room is clean,0.0
The food tastes great,I am reading a book,0.06
I am cooking dinner,I feel confident,0.22
The phone is ringing,I am going to the gym,0.35
The weather is hot,The dog is barking,0.39
The food tastes great,I am sad today,0.03
A storm is coming,The food tastes great,0.09
I am doing yoga,It is windy today,0.06
The weather is cold,I feel nervous,0.0
I am cooking dinner,I am feeling great,0.47
I am happy today,I am playing football,0.64
I am cooking dinner,The weather is cold,0.0
The dog is barking,I am going to the gym,0.25
The game was fun,It is cloudy today,0.02
I am feeling great,It is windy today,0.04
A storm is coming,The movie was boring,0.09
The food tastes great,I am cooking dinner,0.0
It is sunny today,The food tastes great,0.0
It is raining today,It is raining today,0.98
I am cleaning my room,The car is parked outside,0.19
It is raining today,I am playing football,0.01
The bed is comfortable,It is windy today,0.34
The game was fun,I am happy today,0.14
A storm is coming,A storm is coming,1.0
I feel excited,I am cooking dinner,0.35
It is raining today,It is cloudy today,0.87
It is sunny today,There is a thunderstorm,0.06
There is a thunderstorm,I am going to the gym,0.0
The dog is barking,The weather is hot,0.61
I am playing football,The weather is cold,0.0
I am learning a new language,I am watching a movie,0.69
The weather is hot,It is sunny today,0.16
I am scared,The weather is hot,0.0
I feel confident,The weather is cold,0.0
The dog is barking,I am cleaning my room,0.0
I am reading a book,The cat is sleeping,0.0
The dog is barking,I am very tired,0.0
There is a thunderstorm,I am a bit upset,0.22
The room is clean,I am doing yoga,0.0
It is windy today,It is a beautiful day,0.43
I am studying for exams,The cat is sleeping,0.0
It is raining today,I am studying for exams,0.13
The movie was boring,The food tastes great,0.09
I am watching a movie,The cat is sleeping,0.07
I am studying for exams,I am happy today,0.47
The phone is ringing,There is a thunderstorm,0.25
It is cloudy today,The phone is ringing,0.2
I am very tired,I am scared,0.45
The food tastes great,I am feeling great,0.17
I am cleaning my room,It might snow today,0.0
The phone is ringing,The bed is comfortable,0.48
I am cooking dinner,It is raining today,0.01
The car is parked outside,I am doing yoga,0.0
It is sunny today,I am watching a movie,0.18
I am doing yoga,It is sunny today,0.1
I am playing football,I am calm and relaxed,0.38
I am sad today,The room is clean,0.16
I am going to the gym,I am sad today,0.44
The food tastes great,The dog is barking,0.21
I am scared,The game was fun,0.0
I feel excited,It is raining today,0.0
I am learning a new language,I am watching a movie,0.48
I am a bit upset,I am a bit upset,0.81
I am studying for exams,It might snow today,0.0
It is cloudy today,I am cooking dinner,0.0
It is a beautiful day,The food tastes great,0.0
A storm is coming,The dog is barking,0.35
The bed is comfortable,I am feeling great,0.0
I am a bit upset,I am a bit upset,0.9
I am doing yoga,I am studying for exams,0.52
The cat is sleeping,It is cloudy today,0.24
I feel confident,I am doing yoga,0.27
I am watching a movie,I am going to the gym,0.57
I am sad today,I am going to the gym,0.42
I am calm and relaxed,It is raining today,0.02
The car is parked outside,I am calm and relaxed,0.0
I am a bit upset,I am doing yoga,0.25
The game was fun,I am learning a new language,0.0
The weather is cold,I am sad today,0.14
I am a bit upset,The car is parked outside,0.0
I am studying for exams,A storm is coming,0.0
The car is parked outside,The bed is comfortable,0.26
I am studying for exams,I am cooking dinner,0.37
I am reading a book,I am playing football,0.56
It is cloudy today,I am learning a new language,0.0
I am playing football,I am calm and relaxed,0.41
I am feeling great,It is a beautiful day,0.02
I am reading a book,I am feeling great,0.56
The computer is running,I am happy today,0.0
It is windy today,I am cooking dinner,0.05
I am scared,The food tastes great,0.08
It might snow today,The game was fun,0.0
The weather is cold,It is cloudy today,0.14
The bed is comfortable,I am cleaning my room,0.07
I am a bit upset,I am studying for exams,0.45
It is sunny today,I am cleaning my room,0.09
The car is parked outside,I am cooking dinner,0.0
The food tastes great,I am calm and relaxed,0.16
I am learning a new language,The weather is hot,0.0
It is sunny today,The room is clean,0.25
I am cooking dinner,The cat is sleeping,0.11
The movie was boring,The weather is cold,0.27
I am cooking dinner,The room is clean,0.0
I am studying for exams,I am learning a new language,0.46
The cat is sleeping,It is windy today,0.38
I am feeling great,The weather is hot,0.08
The room is clean,I am scared,0.0
I am learning a new language,I am studying for exams,0.27
The room is clean,It is windy today,0.28
The weather is hot,I am sad today,0.08
I am coding a project,The car is parked outside,0.0
The phone is ringing,I am cleaning my room,0.15
The weather is cold,I feel confident,0.16
I am happy today,I am learning a new language,0.44
The room is clean,It is a beautiful day,0.37
It is raining today,It is windy today,0.66
It is sunny today,The bed is comfortable,0.41
It is sunny today,I am happy today,0.06
I am scared,It is windy today,0.1
There is a thunderstorm,The phone is ringing,0.27
It is cloudy today,I am doing yoga,0.0
I am coding a project,The dog is barking,0.16
It is cloudy today,The food tastes great,0.0
I am coding a project,It is cloudy today,0.11
I am a bit upset,The phone is ringing,0.03
I am a bit upset,The game was fun,0.17
I am scared,It is a beautiful day,0.11
It might snow today,I am cleaning my room,0.0
The movie was boring,I am watching a movie,0.17
I am calm and relaxed,The dog is barking,0.0
I am going to the gym,I feel excited,0.35
The car is parked outside,I am going to the gym,0.03
I am very tired,I am happy today,0.41
I am scared,I am cooking dinner,0.7
I am a bit upset,It is windy today,0.0
I am doing yoga,I am studying for exams,0.47
It is sunny today,I am calm and relaxed,0.1
The dog is barking,The weather is hot,0.33
The phone is ringing,I am learning a new language,0.0
I am studying for exams,It is sunny today,0.0
The bed is comfortable,I am happy today,0.0
I am coding a project,The car is parked outside,0.0
I am studying for exams,The bed is comfortable,0.02
The room is clean,The phone is ringing,0.62
The bed is comfortable,I am reading a book,0.0
I am very tired,It is a beautiful day,0.0
I am a bit upset,I am happy today,0.27
I am a bit upset,I feel nervous,0.04
I am scared,The bed is comfortable,0.0
The cat is sleeping,It might snow today,0.14
The bed is comfortable,I am feeling great,0.06
I am going to the gym,I am calm and relaxed,0.53
I am learning a new language,The room is clean,0.0
I am feeling great,There is a thunderstorm,0.0
I am reading a book,I am doing yoga,0.47
The weather is cold,I am doing yoga,0.0
The phone is ringing,There is a thunderstorm,0.34
I am reading a book,I feel nervous,0.34
I am cleaning my room,I am reading a book,0.36
The computer is running,I am calm and relaxed,0.05
The cat is sleeping,I am cleaning my room,0.04
It is cloudy today,It is sunny today,0.94
I am watching a movie,I am studying for exams,0.58
I am cooking dinner,I am studying for exams,0.3
I am cleaning my room,The phone is ringing,0.02
I am scared,It is cloudy today,0.0
I am studying for exams,It is raining today,0.0
I am coding a project,I am studying for exams,0.28
The cat is sleeping,I am cooking dinner,0.0
I feel excited,The weather is cold,0.06
The car is parked outside,I am doing yoga,0.0
The cat is sleeping,I am studying for exams,0.0
The movie was boring,I am learning a new language,0.16
The car is parked outside,I am very tired,0.0
It is a beautiful day,The movie was boring,0.04
A storm is coming,A storm is coming,0.82
I am very tired,It is sunny today,0.0
It is sunny today,I am doing yoga,0.0
I am cooking dinner,I am studying for exams,0.44
It is raining today,The food tastes great,0.0
It is raining today,I feel confident,0.09
It is a beautiful day,I am calm and relaxed,0.0
I am reading a book,I feel confident,0.18
The bed is comfortable,I am scared,0.0
It is cloudy today,It is a beautiful day,0.44
I am playing football,I am going to the gym,0.34
I feel nervous,The food tastes great,0.0
The phone is ringing,The car is parked outside,0.36
I am happy today,The computer is running,0.0
I feel nervous,The bed is comfortable,0.05
I feel confident,It is raining today,0.15
The weather is cold,The movie was boring,0.34
The dog is barking,The food tastes great,0.24
A storm is coming,I feel confident,0.17
The computer is running,A storm is coming,0.21
I am cleaning my room,The phone is ringing,0.06
The movie was boring,I am coding a project,0.1
I am sad today,The weather is cold,0.07
I am reading a book,The computer is running,0.0
I feel nervous,The movie was boring,0.17
I am happy today,It is raining today,0.13
I am watching a movie,I am studying for exams,0.38
The room is clean,The bed is comfortable,0.47
It is windy today,It is cloudy today,0.65
The car is parked outside,The bed is comfortable,0.44
I am a bit upset,It is cloudy today,0.09
I am feeling great,There is a thunderstorm,0.0
The weather is cold,I am coding a project,0.0
It is cloudy today,I am a bit upset,0.0
I am cooking dinner,The game was fun,0.17
I am feeling great,It is windy today,0.0
I am watching a movie,The car is parked outside,0.05
The food tastes great,The movie was boring,0.43
The food tastes great,It is windy today,0.12
I feel confident,It is sunny today,0.05
I am very tired,I am watching a movie,0.66
I am feeling great,It is sunny today,0.08
It is cloudy today,I am learning a new language,0.19
The room is clean,The room is clean,1.0
I am watching a movie,I am learning a new language,0.64
I am playing football,I am playing football,1.0
I am watching a movie,The movie was boring,0.09
The movie was boring,It is cloudy today,0.06
I am watching a movie,I am cooking dinner,0.26
I feel excited,The movie was boring,0.06
The computer is running,I am cleaning my room,0.0
The computer is running,I am very tired,0.1
It is a beautiful day,It is windy today,0.46
I am happy today,The dog is barking,0.04
I am scared,It is windy today,0.18
I feel excited,I am coding a project,0.28
I am sad today,The cat is sleeping,0.0
I am watching a movie,I am watching a movie,0.95
It is sunny today,I am doing yoga,0.01
I am going to the gym,I am doing yoga,0.51
It is windy today,I am cleaning my room,0.04
I am studying for exams,I am scared,0.24
I am cleaning my room,The game was fun,0.0
The game was fun,The car is parked outside,0.13
The weather is hot,I am happy today,0.16
There is a thunderstorm,The computer is running,0.17
A storm is coming,I am happy today,0.07
I am happy today,The dog is barking,0.0
I am happy today,The bed is comfortable,0.13
I feel excited,I am calm and relaxed,0.33
It is raining today,It is sunny today,0.72
I am very tired,It is cloudy today,0.0
The phone is ringing,I am cooking dinner,0.0
I am learning a new language,The movie was boring,0.0
I am cleaning my room,The computer is running,0.16
I am coding a project,The computer is running,0.0
I feel confident,The room is clean,0.0
The car is parked outside,The game was fun,0.03
I am sad today,I feel nervous,0.25
I am learning a new language,I am going to the gym,0.18
I am very tired,The room is clean,0.02
The phone is ringing,I am sad today,0.19
It is cloudy today,The car is parked outside,0.31
I am very tired,The movie was boring,0.0
It is sunny today,I am doing yoga,0.08
I am happy today,It is sunny today,0.11
The food tastes great,It is sunny today,0.17
The computer is running,It is sunny today,0.43
I am very tired,The game was fun,0.0
A storm is coming,I am reading a book,0.37
I am watching a movie,A storm is coming,0.21
I am very tired,The phone is ringing,0.14
I am coding a project,The movie was boring,0.0
The game was fun,The food tastes great,0.21
I feel confident,I am calm and relaxed,0.33
The bed is comfortable,The food tastes great,0.36
The food tastes great,It is a beautiful day,0.05
The cat is sleeping,I am scared,0.14
I am calm and relaxed,I am going to the gym,0.22
It might snow today,I am coding a project,0.09
The bed is comfortable,I am doing yoga,0.11
A storm is coming,The food tastes great,0.0
I feel confident,The bed is comfortable,0.01
The dog is barking,It is cloudy today,0.28
The weather is cold,I am coding a project,0.0
The game was fun,I am a bit upset,0.05
I am doing yoga,I feel nervous,0.15
The bed is comfortable,The computer is running,0.67
I feel excited,It might snow today,0.02
There is a thunderstorm,It is sunny today,0.37
I am cooking dinner,The computer is running,0.1
The weather is cold,It is sunny today,0.39
I am calm and relaxed,The room is clean,0.0
The phone is ringing,The weather is cold,0.61
The bed is comfortable,There is a thunderstorm,0.37
It is raining today,The car is parked outside,0.45
There is a thunderstorm,I am going to the gym,0.1
I am doing yoga,I am very tired,0.64
The game was fun,The dog is barking,0.07
I am studying for exams,I am a bit upset,0.24
The weather is cold,The dog is barking,0.63
I am calm and relaxed,It is windy today,0.14
I am cooking dinner,I am going to the gym,0.35
The food tastes great,The weather is cold,0.16
The movie was boring,I am doing yoga,0.18
I feel excited,The bed is comfortable,0.0
I am a bit upset,It is sunny today,0.14
I am happy today,I am doing yoga,0.64
I am playing football,I am studying for exams,0.32
I am learning a new language,The game was fun,0.02
I feel excited,The cat is sleeping,0.14
I am learning a new language,I am scared,0.5
I am playing football,There is a thunderstorm,0.0
I am sad today,The computer is running,0.18
I am sad today,The room is clean,0.13
There is a thunderstorm,I am playing football,0.0
The movie was boring,I am feeling great,0.0
I am a bit upset,It is raining today,0.0
I am doing yoga,I am cooking dinner,0.53
I feel nervous,I am watching a movie,0.28
I am calm and relaxed,It is sunny today,0.03
I am reading a book,The dog is barking,0.11
The car is parked outside,The food tastes great,0.3
I am coding a project,The weather is hot,0.0
It is cloudy today,I am watching a movie,0.15
I am studying for exams,The weather is hot,0.0
It is a beautiful day,The phone is ringing,0.11
It is windy today,The phone is ringing,0.07
I am very tired,I am playing football,0.37
I am playing football,I am watching a movie,0.45
I am happy today,I am watching a movie,0.63
The food tastes great,I feel excited,0.15
I am calm and relaxed,It is cloudy today,0.05
The game was fun,I am going to the gym,0.21
I am scared,It is raining today,0.0
There is a thunderstorm,I am calm and relaxed,0.07
The phone is ringing,I am going to the gym,0.12
It is sunny today,I am playing football,0.05
The dog is barking,I feel excited,0.0
It is raining today,The weather is cold,0.37
I am watching a movie,The phone is ringing,0.0
I am reading a book,It might snow today,0.0
The cat is sleeping,I am doing yoga,0.12
I am studying for exams,The food tastes great,0.0
The movie was boring,It is cloudy today,0.09
The game was fun,I feel nervous,0.0
I am calm and relaxed,I feel confident,0.33
I am feeling great,The weather is hot,0.0
I am doing yoga,I feel confident,0.31
The game was fun,A storm is coming,0.05
I am learning a new language,I am playing football,0.15
The phone is ringing,I am playing football,0.11
